time;latitude;longitude;t2m
2023-10-20 00:00:00;-15.765765;312.12;28.045868
2023-10-20 06:00:00;-15.765765;312.12;24.06369
2023-10-20 12:00:00;-15.765765;312.12;23.186768
2023-10-20 18:00:00;-15.765765;312.12;26.789398
2023-10-21 00:00:00;-15.765765;312.12;24.661163
2023-10-21 06:00:00;-15.765765;312.12;20.837616
2023-10-21 12:00:00;-15.765765;312.12;19.716766
2023-10-21 18:00:00;-15.765765;312.12;24.125336
2023-10-22 00:00:00;-15.765765;312.12;22.38382
2023-10-22 06:00:00;-15.765765;312.12;17.425323
2023-10-22 12:00:00;-15.765765;312.12;20.532928
2023-10-22 18:00:00;-15.765765;312.12;25.090546
2023-10-23 00:00:00;-15.765765;312.12;25.905273
2023-10-23 06:00:00;-15.765765;312.12;19.337738
2023-10-23 12:00:00;-15.765765;312.12;20.395844
2023-10-23 18:00:00;-15.765765;312.12;23.925507
2023-10-24 00:00:00;-15.765765;312.12;26.740204
2023-10-24 06:00:00;-15.765765;312.12;31.029144
2023-10-24 12:00:00;-15.765765;312.12;24.398132
2023-10-24 18:00:00;-15.765765;312.12;27.819275
2023-10-25 00:00:00;-15.765765;312.12;26.160706
2023-10-25 06:00:00;-15.765765;312.12;19.274994
2023-10-25 12:00:00;-15.765765;312.12;23.35907
2023-10-25 18:00:00;-15.765765;312.12;28.002594
2023-10-26 00:00:00;-15.765765;312.12;24.441498
2023-10-26 06:00:00;-15.765765;312.12;20.6091
2023-10-26 12:00:00;-15.765765;312.12;23.855316
2023-10-26 18:00:00;-15.765765;312.12;24.186615
2023-10-27 00:00:00;-15.765765;312.12;21.337463
2023-10-27 06:00:00;-15.765765;312.12;17.825775
2023-10-27 12:00:00;-15.765765;312.12;23.012451
2023-10-27 18:00:00;-15.765765;312.12;25.898346
2023-10-28 00:00:00;-15.765765;312.12;21.19873
2023-10-28 06:00:00;-15.765765;312.12;20.999695
2023-10-28 12:00:00;-15.765765;312.12;20.720978
2023-10-28 18:00:00;-15.765765;312.12;25.425629
2023-10-29 00:00:00;-15.765765;312.12;22.802582
2023-10-29 06:00:00;-15.765765;312.12;21.990143
2023-10-29 12:00:00;-15.765765;312.12;23.512726
2023-10-29 18:00:00;-15.765765;312.12;29.488861
2023-10-30 00:00:00;-15.765765;312.12;28.834595
2023-10-30 06:00:00;-15.765765;312.12;26.49588
2023-10-30 12:00:00;-15.765765;312.12;26.322235
2023-10-30 18:00:00;-15.765765;312.12;31.672516
2023-10-31 00:00:00;-15.765765;312.12;27.827728
2023-10-31 06:00:00;-15.765765;312.12;26.627136
2023-10-31 12:00:00;-15.765765;312.12;25.96817
2023-10-31 18:00:00;-15.765765;312.12;29.87851
2023-11-01 00:00:00;-15.765765;312.12;20.90091
2023-11-01 06:00:00;-15.765765;312.12;18.452454
2023-11-01 12:00:00;-15.765765;312.12;19.978668
2023-11-01 18:00:00;-15.765765;312.12;27.849915
2023-11-02 00:00:00;-15.765765;312.12;22.796173
2023-11-02 06:00:00;-15.765765;312.12;18.456055
2023-11-02 12:00:00;-15.765765;312.12;23.500214
2023-11-02 18:00:00;-15.765765;312.12;28.384857
2023-11-03 00:00:00;-15.765765;312.12;21.636444
2023-11-03 06:00:00;-15.765765;312.12;19.53888
2023-11-03 12:00:00;-15.765765;312.12;21.696564
2023-11-03 18:00:00;-15.765765;312.12;25.150848
2023-11-04 00:00:00;-15.765765;312.12;20.74826
2023-11-04 06:00:00;-15.765765;312.12;19.017487
2023-11-04 12:00:00;-15.765765;312.12;20.918488
2023-11-04 18:00:00;-15.765765;312.12;27.617096
2023-11-05 00:00:00;-15.765765;312.12;22.004303
2023-11-05 06:00:00;-15.765765;312.12;18.315796
2023-11-05 12:00:00;-15.765765;312.12;21.11087
2023-11-05 18:00:00;-15.765765;312.12;29.751343
2023-11-06 00:00:00;-15.765765;312.12;22.345612
2023-11-06 06:00:00;-15.765765;312.12;18.84555
2023-11-06 12:00:00;-15.765765;312.12;22.969666
2023-11-06 18:00:00;-15.765765;312.12;25.105011
2023-11-07 00:00:00;-15.765765;312.12;25.288696
2023-11-07 06:00:00;-15.765765;312.12;17.702484
2023-11-07 12:00:00;-15.765765;312.12;19.5802
2023-11-07 18:00:00;-15.765765;312.12;27.90622
2023-11-08 00:00:00;-15.765765;312.12;24.653961
2023-11-08 06:00:00;-15.765765;312.12;17.215271
2023-11-08 12:00:00;-15.765765;312.12;18.888672
2023-11-08 18:00:00;-15.765765;312.12;27.433105
2023-11-09 00:00:00;-15.765765;312.12;24.271332
2023-11-09 06:00:00;-15.765765;312.12;18.388458
2023-11-09 12:00:00;-15.765765;312.12;20.737915
2023-11-09 18:00:00;-15.765765;312.12;27.462067
2023-11-10 00:00:00;-15.765765;312.12;25.063538
2023-11-10 06:00:00;-15.765765;312.12;22.982697
2023-11-10 12:00:00;-15.765765;312.12;22.178741
2023-11-10 18:00:00;-15.765765;312.12;27.403778
2023-11-11 00:00:00;-15.765765;312.12;27.158722
2023-11-11 06:00:00;-15.765765;312.12;26.089813
2023-11-11 12:00:00;-15.765765;312.12;23.0466
2023-11-11 18:00:00;-15.765765;312.12;28.48349
2023-11-12 00:00:00;-15.765765;312.12;26.854034
2023-11-12 06:00:00;-15.765765;312.12;30.34311
2023-11-12 12:00:00;-15.765765;312.12;24.738953
2023-11-12 18:00:00;-15.765765;312.12;29.361603
2023-11-13 00:00:00;-15.765765;312.12;28.029175
2023-11-13 06:00:00;-15.765765;312.12;32.55661
2023-11-13 12:00:00;-15.765765;312.12;25.818329
2023-11-13 18:00:00;-15.765765;312.12;30.624481
2023-11-14 00:00:00;-15.765765;312.12;28.691376
2023-11-14 06:00:00;-15.765765;312.12;30.632538
2023-11-14 12:00:00;-15.765765;312.12;25.725006
2023-11-14 18:00:00;-15.765765;312.12;31.404572
2023-11-15 00:00:00;-15.765765;312.12;30.63263
2023-11-15 06:00:00;-15.765765;312.12;27.53543
2023-11-15 12:00:00;-15.765765;312.12;25.52301
2023-11-15 18:00:00;-15.765765;312.12;31.799438
2023-11-16 00:00:00;-15.765765;312.12;27.664429
2023-11-16 06:00:00;-15.765765;312.12;21.236328
2023-11-16 12:00:00;-15.765765;312.12;25.257477
2023-11-16 18:00:00;-15.765765;312.12;30.297577
2023-11-17 00:00:00;-15.765765;312.12;26.318542
2023-11-17 06:00:00;-15.765765;312.12;23.596771
2023-11-17 12:00:00;-15.765765;312.12;24.153656
2023-11-17 18:00:00;-15.765765;312.12;28.525513
2023-11-18 00:00:00;-15.765765;312.12;25.732819
2023-11-18 06:00:00;-15.765765;312.12;23.844269
2023-11-18 12:00:00;-15.765765;312.12;23.828583
2023-11-18 18:00:00;-15.765765;312.12;28.565704
2023-11-19 00:00:00;-15.765765;312.12;25.99588
2023-11-19 06:00:00;-15.765765;312.12;21.33194
2023-11-19 12:00:00;-15.765765;312.12;24.06601
2023-11-19 18:00:00;-15.765765;312.12;28.833069
2023-11-20 00:00:00;-15.765765;312.12;26.432281
2023-11-20 06:00:00;-15.765765;312.12;20.822296
2023-11-20 12:00:00;-15.765765;312.12;20.537628
2023-11-20 18:00:00;-15.765765;312.12;26.957855
2023-11-21 00:00:00;-15.765765;312.12;20.325287
2023-11-21 06:00:00;-15.765765;312.12;18.414825
2023-11-21 12:00:00;-15.765765;312.12;20.994751
2023-11-21 18:00:00;-15.765765;312.12;23.420471
2023-11-22 00:00:00;-15.765765;312.12;21.844269
2023-11-22 06:00:00;-15.765765;312.12;20.703705
2023-11-22 12:00:00;-15.765765;312.12;19.856323
2023-11-22 18:00:00;-15.765765;312.12;23.087982
2023-11-23 00:00:00;-15.765765;312.12;21.79184
2023-11-23 06:00:00;-15.765765;312.12;20.745758
2023-11-23 12:00:00;-15.765765;312.12;21.90268
2023-11-23 18:00:00;-15.765765;312.12;29.566193
2023-11-24 00:00:00;-15.765765;312.12;24.432526
2023-11-24 06:00:00;-15.765765;312.12;17.813293
2023-11-24 12:00:00;-15.765765;312.12;24.16745
2023-11-24 18:00:00;-15.765765;312.12;30.552643
2023-11-25 00:00:00;-15.765765;312.12;25.325897
2023-11-25 06:00:00;-15.765765;312.12;23.605804
2023-11-25 12:00:00;-15.765765;312.12;24.440796
2023-11-25 18:00:00;-15.765765;312.12;28.96756
2023-11-26 00:00:00;-15.765765;312.12;26.0018
2023-11-26 06:00:00;-15.765765;312.12;20.682892
2023-11-26 12:00:00;-15.765765;312.12;20.822174
2023-11-26 18:00:00;-15.765765;312.12;25.960876
2023-11-27 00:00:00;-15.765765;312.12;25.047363
2023-11-27 06:00:00;-15.765765;312.12;18.051971
2023-11-27 12:00:00;-15.765765;312.12;22.667206
2023-11-27 18:00:00;-15.765765;312.12;27.663116
2023-11-28 00:00:00;-15.765765;312.12;23.83548
2023-11-28 06:00:00;-15.765765;312.12;23.280243
2023-11-28 12:00:00;-15.765765;312.12;22.919525
2023-11-28 18:00:00;-15.765765;312.12;27.731659
2023-11-29 00:00:00;-15.765765;312.12;25.826965
2023-11-29 06:00:00;-15.765765;312.12;23.95279
2023-11-29 12:00:00;-15.765765;312.12;26.33075
2023-11-29 18:00:00;-15.765765;312.12;31.17752
2023-11-30 00:00:00;-15.765765;312.12;23.664032
2023-11-30 06:00:00;-15.765765;312.12;20.449371
2023-11-30 12:00:00;-15.765765;312.12;22.454865
2023-11-30 18:00:00;-15.765765;312.12;25.532684
2023-12-01 00:00:00;-15.765765;312.12;24.609344
2023-12-01 06:00:00;-15.765765;312.12;23.02655
2023-12-01 12:00:00;-15.765765;312.12;23.906525
2023-12-01 18:00:00;-15.765765;312.12;27.652985
2023-12-02 00:00:00;-15.765765;312.12;24.385834
2023-12-02 06:00:00;-15.765765;312.12;23.96521
2023-12-02 12:00:00;-15.765765;312.12;26.539795
2023-12-02 18:00:00;-15.765765;312.12;28.61316
2023-12-03 00:00:00;-15.765765;312.12;22.884247
2023-12-03 06:00:00;-15.765765;312.12;20.538727
2023-12-03 12:00:00;-15.765765;312.12;22.290558
2023-12-03 18:00:00;-15.765765;312.12;28.201721
2023-12-04 00:00:00;-15.765765;312.12;21.133575
2023-12-04 06:00:00;-15.765765;312.12;18.81308
2023-12-04 12:00:00;-15.765765;312.12;20.936127
2023-12-04 18:00:00;-15.765765;312.12;23.308746
2023-12-05 00:00:00;-15.765765;312.12;22.085419
2023-12-05 06:00:00;-15.765765;312.12;21.016327
2023-12-05 12:00:00;-15.765765;312.12;24.016327
2023-12-05 18:00:00;-15.765765;312.12;29.782623
2023-12-06 00:00:00;-15.765765;312.12;21.619965
2023-12-06 06:00:00;-15.765765;312.12;18.96457
2023-12-06 12:00:00;-15.765765;312.12;23.955841
2023-12-06 18:00:00;-15.765765;312.12;31.623657
2023-12-07 00:00:00;-15.765765;312.12;24.67566
2023-12-07 06:00:00;-15.765765;312.12;23.181946
2023-12-07 12:00:00;-15.765765;312.12;23.466461
2023-12-07 18:00:00;-15.765765;312.12;30.90567
2023-12-08 00:00:00;-15.765765;312.12;24.966461
2023-12-08 06:00:00;-15.765765;312.12;23.30896
2023-12-08 12:00:00;-15.765765;312.12;25.918304
2023-12-08 18:00:00;-15.765765;312.12;31.085114
2023-12-09 00:00:00;-15.765765;312.12;26.673676
2023-12-09 06:00:00;-15.765765;312.12;24.877472
2023-12-09 12:00:00;-15.765765;312.12;27.916962
2023-12-09 18:00:00;-15.765765;312.12;32.064606
2023-12-10 00:00:00;-15.765765;312.12;26.948395
2023-12-10 06:00:00;-15.765765;312.12;19.509644
2023-12-10 12:00:00;-15.765765;312.12;22.25827
2023-12-10 18:00:00;-15.765765;312.12;28.029633
2023-12-11 00:00:00;-15.765765;312.12;27.980743
2023-12-11 06:00:00;-15.765765;312.12;23.374603
2023-12-11 12:00:00;-15.765765;312.12;24.8609
2023-12-11 18:00:00;-15.765765;312.12;27.02182
2023-12-12 00:00:00;-15.765765;312.12;22.080109
2023-12-12 06:00:00;-15.765765;312.12;21.223389
2023-12-12 12:00:00;-15.765765;312.12;22.612396
2023-12-12 18:00:00;-15.765765;312.12;27.384521
2023-12-13 00:00:00;-15.765765;312.12;23.335388
2023-12-13 06:00:00;-15.765765;312.12;20.567352
2023-12-13 12:00:00;-15.765765;312.12;23.991058
2023-12-13 18:00:00;-15.765765;312.12;28.585114
2023-12-14 00:00:00;-15.765765;312.12;27.02481
2023-12-14 06:00:00;-15.765765;312.12;24.3461
2023-12-14 12:00:00;-15.765765;312.12;23.194061
2023-12-14 18:00:00;-15.765765;312.12;28.171844
2023-12-15 00:00:00;-15.765765;312.12;25.466705
2023-12-15 06:00:00;-15.765765;312.12;27.799896
2023-12-15 12:00:00;-15.765765;312.12;21.427216
2023-12-15 18:00:00;-15.765765;312.12;28.315094
2023-12-16 00:00:00;-15.765765;312.12;25.645233
2023-12-16 06:00:00;-15.765765;312.12;23.440613
2023-12-16 12:00:00;-15.765765;312.12;22.214172
2023-12-16 18:00:00;-15.765765;312.12;28.450836
2023-12-17 00:00:00;-15.765765;312.12;27.454987
2023-12-17 06:00:00;-15.765765;312.12;25.90036
2023-12-17 12:00:00;-15.765765;312.12;23.34439
2023-12-17 18:00:00;-15.765765;312.12;27.478699
2023-12-18 00:00:00;-15.765765;312.12;27.664825
2023-12-18 06:00:00;-15.765765;312.12;25.516724
2023-12-18 12:00:00;-15.765765;312.12;25.959839
2023-12-18 18:00:00;-15.765765;312.12;28.005096
2023-12-19 00:00:00;-15.765765;312.12;25.46402
2023-12-19 06:00:00;-15.765765;312.12;23.628174
2023-12-19 12:00:00;-15.765765;312.12;26.056854
2023-12-19 18:00:00;-15.765765;312.12;29.104767
2023-12-20 00:00:00;-15.765765;312.12;25.003937
2023-12-20 06:00:00;-15.765765;312.12;19.8768
2023-12-20 12:00:00;-15.765765;312.12;24.213959
2023-12-20 18:00:00;-15.765765;312.12;24.81372
2023-12-21 00:00:00;-15.765765;312.12;20.780579
2023-12-21 06:00:00;-15.765765;312.12;18.029297
2023-12-21 12:00:00;-15.765765;312.12;19.997833
2023-12-21 18:00:00;-15.765765;312.12;23.188843
2023-12-22 00:00:00;-15.765765;312.12;20.467194
2023-12-22 06:00:00;-15.765765;312.12;18.550262
2023-12-22 12:00:00;-15.765765;312.12;22.293
2023-12-22 18:00:00;-15.765765;312.12;30.234406
2023-12-23 00:00:00;-15.765765;312.12;21.958832
2023-12-23 06:00:00;-15.765765;312.12;21.246216
2023-12-23 12:00:00;-15.765765;312.12;21.504974
2023-12-23 18:00:00;-15.765765;312.12;25.225128
2023-12-24 00:00:00;-15.765765;312.12;21.29773
2023-12-24 06:00:00;-15.765765;312.12;20.265717
2023-12-24 12:00:00;-15.765765;312.12;22.826355
2023-12-24 18:00:00;-15.765765;312.12;27.877106
2023-12-25 00:00:00;-15.765765;312.12;22.525696
2023-12-25 06:00:00;-15.765765;312.12;19.394562
2023-12-25 12:00:00;-15.765765;312.12;23.554169
2023-12-25 18:00:00;-15.765765;312.12;26.935516
2023-12-26 00:00:00;-15.765765;312.12;23.979095
2023-12-26 06:00:00;-15.765765;312.12;23.353668
2023-12-26 12:00:00;-15.765765;312.12;24.055145
2023-12-26 18:00:00;-15.765765;312.12;31.422882
2023-12-27 00:00:00;-15.765765;312.12;23.334076
2023-12-27 06:00:00;-15.765765;312.12;20.483429
2023-12-27 12:00:00;-15.765765;312.12;26.414215
2023-12-27 18:00:00;-15.765765;312.12;32.90396
2023-12-28 00:00:00;-15.765765;312.12;26.163666
2023-12-28 06:00:00;-15.765765;312.12;23.699432
2023-12-28 12:00:00;-15.765765;312.12;25.279388
2023-12-28 18:00:00;-15.765765;312.12;31.852509
2023-12-29 00:00:00;-15.765765;312.12;23.704254
2023-12-29 06:00:00;-15.765765;312.12;23.01242
2023-12-29 12:00:00;-15.765765;312.12;26.258636
2023-12-29 18:00:00;-15.765765;312.12;29.246857
2023-12-30 00:00:00;-15.765765;312.12;23.938507
2023-12-30 06:00:00;-15.765765;312.12;22.872314
2023-12-30 12:00:00;-15.765765;312.12;25.976837
2023-12-30 18:00:00;-15.765765;312.12;30.089874
2023-12-31 00:00:00;-15.765765;312.12;21.693878
2023-12-31 06:00:00;-15.765765;312.12;20.490875
2023-12-31 12:00:00;-15.765765;312.12;24.139008
2023-12-31 18:00:00;-15.765765;312.12;27.718842
2024-01-01 00:00:00;-15.765765;312.12;22.718964
2024-01-01 06:00:00;-15.765765;312.12;20.44806
2024-01-01 12:00:00;-15.765765;312.12;22.409698
2024-01-01 18:00:00;-15.765765;312.12;24.993256
2024-01-02 00:00:00;-15.765765;312.12;21.389862
2024-01-02 06:00:00;-15.765765;312.12;19.708038
2024-01-02 12:00:00;-15.765765;312.12;23.135284
2024-01-02 18:00:00;-15.765765;312.12;24.48883
2024-01-03 00:00:00;-15.765765;312.12;20.764862
2024-01-03 06:00:00;-15.765765;312.12;19.095734
2024-01-03 12:00:00;-15.765765;312.12;20.381378
2024-01-03 18:00:00;-15.765765;312.12;24.550018
2024-01-04 00:00:00;-15.765765;312.12;21.21878
2024-01-04 06:00:00;-15.765765;312.12;19.809448
2024-01-04 12:00:00;-15.765765;312.12;21.895874
2024-01-04 18:00:00;-15.765765;312.12;22.97342
2024-01-05 00:00:00;-15.765765;312.12;21.14804
2024-01-05 06:00:00;-15.765765;312.12;19.178009
2024-01-05 12:00:00;-15.765765;312.12;20.55606
2024-01-05 18:00:00;-15.765765;312.12;22.536469
2024-01-06 00:00:00;-15.765765;312.12;20.785187
2024-01-06 06:00:00;-15.765765;312.12;18.859344
2024-01-06 12:00:00;-15.765765;312.12;19.966492
2024-01-06 18:00:00;-15.765765;312.12;29.057587
2024-01-07 00:00:00;-15.765765;312.12;22.449402
2024-01-07 06:00:00;-15.765765;312.12;20.975037
2024-01-07 12:00:00;-15.765765;312.12;22.952759
2024-01-07 18:00:00;-15.765765;312.12;28.23703
2024-01-08 00:00:00;-15.765765;312.12;22.216827
2024-01-08 06:00:00;-15.765765;312.12;20.813416
2024-01-08 12:00:00;-15.765765;312.12;22.884277
2024-01-08 18:00:00;-15.765765;312.12;26.584503
2024-01-09 00:00:00;-15.765765;312.12;20.663574
2024-01-09 06:00:00;-15.765765;312.12;19.546417
2024-01-09 12:00:00;-15.765765;312.12;20.863953
2024-01-09 18:00:00;-15.765765;312.12;23.865875
2024-01-10 00:00:00;-15.765765;312.12;21.571869
2024-01-10 06:00:00;-15.765765;312.12;19.075867
2024-01-10 12:00:00;-15.765765;312.12;21.266693
2024-01-10 18:00:00;-15.765765;312.12;26.964844
2024-01-11 00:00:00;-15.765765;312.12;21.265594
2024-01-11 06:00:00;-15.765765;312.12;19.628479
2024-01-11 12:00:00;-15.765765;312.12;23.193512
2024-01-11 18:00:00;-15.765765;312.12;25.393616
2024-01-12 00:00:00;-15.765765;312.12;21.52652
2024-01-12 06:00:00;-15.765765;312.12;21.44931
2024-01-12 12:00:00;-15.765765;312.12;23.85086
2024-01-12 18:00:00;-15.765765;312.12;30.373688
2024-01-13 00:00:00;-15.765765;312.12;22.6138
2024-01-13 06:00:00;-15.765765;312.12;21.934113
2024-01-13 12:00:00;-15.765765;312.12;25.615082
2024-01-13 18:00:00;-15.765765;312.12;30.579834
2024-01-14 00:00:00;-15.765765;312.12;23.233704
2024-01-14 06:00:00;-15.765765;312.12;21.598969
2024-01-14 12:00:00;-15.765765;312.12;23.938995
2024-01-14 18:00:00;-15.765765;312.12;24.376617
2024-01-15 00:00:00;-15.765765;312.12;20.869537
2024-01-15 06:00:00;-15.765765;312.12;18.70285
2024-01-15 12:00:00;-15.765765;312.12;20.971283
2024-01-15 18:00:00;-15.765765;312.12;24.937347
2024-01-16 00:00:00;-15.765765;312.12;22.187897
2024-01-16 06:00:00;-15.765765;312.12;21.380157
2024-01-16 12:00:00;-15.765765;312.12;25.0289
2024-01-16 18:00:00;-15.765765;312.12;32.352905
2024-01-17 00:00:00;-15.765765;312.12;22.918121
2024-01-17 06:00:00;-15.765765;312.12;21.414337
2024-01-17 12:00:00;-15.765765;312.12;25.815582
2024-01-17 18:00:00;-15.765765;312.12;32.496185
2024-01-18 00:00:00;-15.765765;312.12;24.464386
2024-01-18 06:00:00;-15.765765;312.12;23.633331
2024-01-18 12:00:00;-15.765765;312.12;26.824402
2024-01-18 18:00:00;-15.765765;312.12;33.053528
2024-01-19 00:00:00;-15.765765;312.12;22.880646
2024-01-19 06:00:00;-15.765765;312.12;22.108307
2024-01-19 12:00:00;-15.765765;312.12;26.639008
2024-01-19 18:00:00;-15.765765;312.12;32.777374
2024-01-20 00:00:00;-15.765765;312.12;25.409943
2024-01-20 06:00:00;-15.765765;312.12;23.54129
2024-01-20 12:00:00;-15.765765;312.12;27.754852
2024-01-20 18:00:00;-15.765765;312.12;33.528625
2024-01-21 00:00:00;-15.765765;312.12;25.45401
2024-01-21 06:00:00;-15.765765;312.12;23.816315
2024-01-21 12:00:00;-15.765765;312.12;26.03122
2024-01-21 18:00:00;-15.765765;312.12;32.944916
2024-01-22 00:00:00;-15.765765;312.12;21.711578
2024-01-22 06:00:00;-15.765765;312.12;19.752625
2024-01-22 12:00:00;-15.765765;312.12;25.258759
2024-01-22 18:00:00;-15.765765;312.12;31.06717
2024-01-23 00:00:00;-15.765765;312.12;21.880035
2024-01-23 06:00:00;-15.765765;312.12;20.132782
2024-01-23 12:00:00;-15.765765;312.12;23.793549
2024-01-23 18:00:00;-15.765765;312.12;25.68512
2024-01-24 00:00:00;-15.765765;312.12;21.539917
2024-01-24 06:00:00;-15.765765;312.12;20.853607
2024-01-24 12:00:00;-15.765765;312.12;23.00293
2024-01-24 18:00:00;-15.765765;312.12;25.059967
2024-01-25 00:00:00;-15.765765;312.12;21.627167
2024-01-25 06:00:00;-15.765765;312.12;19.407684
2024-01-25 12:00:00;-15.765765;312.12;22.46231
2024-01-25 18:00:00;-15.765765;312.12;26.783173
2024-01-26 00:00:00;-15.765765;312.12;21.833008
2024-01-26 06:00:00;-15.765765;312.12;19.614716
2024-01-26 12:00:00;-15.765765;312.12;23.170197
2024-01-26 18:00:00;-15.765765;312.12;24.3779
2024-01-27 00:00:00;-15.765765;312.12;21.627747
2024-01-27 06:00:00;-15.765765;312.12;20.22232
2024-01-27 12:00:00;-15.765765;312.12;23.484161
2024-01-27 18:00:00;-15.765765;312.12;28.238922
2024-01-28 00:00:00;-15.765765;312.12;21.800598
2024-01-28 06:00:00;-15.765765;312.12;18.533813
2024-01-28 12:00:00;-15.765765;312.12;21.602295
2024-01-28 18:00:00;-15.765765;312.12;28.462433
2024-01-29 00:00:00;-15.765765;312.12;20.287354
2024-01-29 06:00:00;-15.765765;312.12;17.2883
2024-01-29 12:00:00;-15.765765;312.12;20.74411
2024-01-29 18:00:00;-15.765765;312.12;29.902649
2024-01-30 00:00:00;-15.765765;312.12;22.960022
2024-01-30 06:00:00;-15.765765;312.12;21.215302
2024-01-30 12:00:00;-15.765765;312.12;25.247314
2024-01-30 18:00:00;-15.765765;312.12;32.2695
2024-01-31 00:00:00;-15.765765;312.12;22.795593
2024-01-31 06:00:00;-15.765765;312.12;20.767853
2024-01-31 12:00:00;-15.765765;312.12;24.213745
2024-01-31 18:00:00;-15.765765;312.12;29.191895
2024-02-01 00:00:00;-15.765765;312.12;20.381378
2024-02-01 06:00:00;-15.765765;312.12;17.733429
2024-02-01 12:00:00;-15.765765;312.12;19.650848
2024-02-01 18:00:00;-15.765765;312.12;24.594696
2024-02-02 00:00:00;-15.765765;312.12;21.03241
2024-02-02 06:00:00;-15.765765;312.12;18.774902
2024-02-02 12:00:00;-15.765765;312.12;22.034882
2024-02-02 18:00:00;-15.765765;312.12;23.90622
2024-02-03 00:00:00;-15.765765;312.12;20.617706
2024-02-03 06:00:00;-15.765765;312.12;18.233368
2024-02-03 12:00:00;-15.765765;312.12;21.266937
2024-02-03 18:00:00;-15.765765;312.12;25.541718
2024-02-04 00:00:00;-15.765765;312.12;20.924835
2024-02-04 06:00:00;-15.765765;312.12;20.005035
2024-02-04 12:00:00;-15.765765;312.12;23.124237
2024-02-04 18:00:00;-15.765765;312.12;29.854858
2024-02-05 00:00:00;-15.765765;312.12;21.645203
2024-02-05 06:00:00;-15.765765;312.12;20.960083
2024-02-05 12:00:00;-15.765765;312.12;23.697266
2024-02-05 18:00:00;-15.765765;312.12;30.49881
2024-02-06 00:00:00;-15.765765;312.12;20.377502
2024-02-06 06:00:00;-15.765765;312.12;18.749176
